2.979,1.697,-0.000,5.232
3.838,2.075,-0.000,5.465
3.817,1.611,-0.000,5.455
3.199,1.271,-0.000,5.273
2.160,1.277,-0.000,4.652
2.363,1.955,-0.000,4.759
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
1.192,1.048,-0.000,4.250
2.329,1.900,-0.000,5.144
3.155,2.213,-0.000,5.369
4.136,2.085,-0.000,5.941
4.146,1.242,-0.000,5.486
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
2.982,1.697,-0.000,5.234
0.850,0.924,-0.000,4.062
2.172,1.920,-0.000,5.104
3.123,2.284,-0.000,5.364
4.246,2.142,-0.000,6.019
4.266,1.195,-0.000,5.512
2.981,1.697,-0.000,5.233
2.981,1.697,-0.000,5.233
2.981,1.697,-0.000,5.233
2.981,1.697,-0.000,5.233
2.981,1.697,-0.000,5.233
2.981,1.697,-0.000,5.233
2.981,1.697,-0.000,5.233
4.176,2.403,-0.000,4.905
3.104,1.108,-0.000,3.814
2.311,0.303,-0.000,3.587
1.170,0.472,-0.000,2.541
1.928,2.179,-0.000,3.603
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
1.481,1.151,-0.000,4.408
2.441,1.871,-0.000,5.162
3.140,2.135,-0.000,5.353
3.973,2.027,-0.000,5.839
3.981,1.309,-0.000,5.451
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
2.992,1.698,-0.000,5.238
0.845,0.921,-0.000,4.059
2.169,1.920,-0.000,5.103
3.123,2.286,-0.000,5.364
4.249,2.144,-0.000,6.021
4.270,1.194,-0.000,5.513
2.983,1.697,-0.000,5.234
2.983,1.697,-0.000,5.234
2.983,1.697,-0.000,5.234
2.983,1.697,-0.000,5.234
2.983,1.697,-0.000,5.234
2.983,1.697,-0.000,5.234
2.983,1.697,-0.000,5.234
2.584,1.552,-0.000,5.015
2.863,1.752,-0.000,5.229
3.059,1.820,-0.000,5.281
3.280,1.784,-0.000,5.409
3.267,1.586,-0.000,5.296
2.983,1.697,-0.000,5.234
4.904,1.938,-0.000,2.849
3.036,0.522,-0.000,1.366
1.676,-0.000,-0.000,0.989
0.047,0.203,-0.000,0.030
0.065,1.457,-0.000,0.699
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.391,1.480,-0.000,4.908
2.802,1.778,-0.000,5.225
3.096,1.883,-0.000,5.304
3.436,1.832,-0.000,5.502
3.424,1.529,-0.000,5.332
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
0.982,0.970,-0.000,4.134
2.226,1.909,-0.000,5.115
3.126,2.254,-0.000,5.362
4.193,2.120,-0.000,5.985
4.215,1.217,-0.000,5.502
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
0.643,0.848,-0.000,3.948
2.122,1.959,-0.000,5.112
3.197,2.368,-0.000,5.405
4.478,2.204,-0.000,6.152
4.495,1.107,-0.000,5.562
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
3.096,1.734,-0.000,5.295
2.964,1.662,-0.000,5.207
2.896,1.654,-0.000,5.193
2.852,1.680,-0.000,5.168
2.895,1.737,-0.000,5.218
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
2.995,1.698,-0.000,5.239
1.614,1.199,-0.000,4.481
2.493,1.857,-0.000,5.172
3.134,2.099,-0.000,5.346
3.896,1.999,-0.000,5.791
3.900,1.339,-0.000,5.433
2.986,1.697,-0.000,5.236
2.986,1.697,-0.000,5.236
2.986,1.697,-0.000,5.236
2.986,1.697,-0.000,5.236
2.986,1.697,-0.000,5.236
2.986,1.697,-0.000,5.236
2.986,1.697,-0.000,5.236
2.469,1.510,-0.000,4.951
2.841,1.774,-0.000,5.235
